,Team,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details,Date
['Willson ContrerasC'],Chicago Cubs,2,0,0,0,0,1,2,.245,.319,.415,.734,9,5,-0.036,0.71,0.000,-0.036%,-0.03%,0.96,-0.3,3,1,,6/4/2017
['Kyle SchwarberLF'],Chicago Cubs,1,1,0,0,3,1,4,.165,.293,.352,.645,22,9,0.018,0.94,0.043,-0.026%,0.01%,1.27,0.2,0,0,,6/4/2017
['Koji UeharaP'],Chicago Cubs,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,6/4/2017
Team Totals,Chicago Cubs,31,7,9,6,6,9,37,.290,.405,.516,.922,137,83,0.494,0.95,0.998,-0.506%,0.40%,1.29,2.7,27,12,,6/4/2017
['Adam Frazier2B'],Pittsburgh Pirates,4,1,2,1,0,0,5,.267,.345,.364,.710,15,9,0.507,1.84,0.537,-0.030%,0.19%,1.17,1.6,3,3,"SB,HBP",7/16/2017
['John JasoLF'],Pittsburgh Pirates,3,0,0,0,1,1,4,.231,.314,.425,.739,17,9,-0.144,1.73,0.012,-0.156%,-0.06%,1.10,-1.0,2,0,,7/16/2017
['Andrew McCutchenCF'],Pittsburgh Pirates,4,0,1,1,0,1,4,.294,.380,.520,.900,18,12,-0.050,1.61,0.083,-0.133%,-0.02%,1.02,-0.0,2,0,,7/16/2017
['Josh Bell1B'],Pittsburgh Pirates,4,0,0,0,0,2,4,.240,.324,.474,.798,14,10,-0.147,1.40,0.000,-0.147%,-0.06%,0.89,-1.0,8,1,,7/16/2017
['Francisco CervelliC'],Pittsburgh Pirates,4,0,1,0,0,0,4,.250,.348,.383,.731,11,8,0.075,1.44,0.134,-0.059%,0.03%,0.91,-0.2,8,0,,7/16/2017
['Josh HarrisonPR'],Pittsburgh Pirates,0,1,0,0,0,0,0,.273,.352,.424,.776,,,0.000,,0.000,0.000%,0%,,0.0,,,,7/16/2017
['Gregory PolancoRF'],Pittsburgh Pirates,4,0,1,0,0,0,4,.261,.318,.408,.726,18,12,-0.079,1.81,0.012,-0.091%,-0.03%,1.15,-0.4,1,0,,7/16/2017
['Jordy MercerSS'],Pittsburgh Pirates,4,1,1,1,0,1,4,.267,.346,.420,.766,13,10,0.343,1.94,0.417,-0.075%,0.13%,1.23,0.4,2,3,2B,7/16/2017
['Max Moroff3B'],Pittsburgh Pirates,3,1,1,1,0,0,3,.098,.203,.176,.380,11,7,0.106,0.90,0.144,-0.038%,0.04%,0.57,0.7,1,4,HR,7/16/2017
['Jose OsunaPH'],Pittsburgh Pirates,1,0,0,0,0,0,1,.248,.289,.468,.757,2,1,-0.091,3.17,0.000,-0.091%,-0.03%,2.01,-0.4,,,,7/16/2017
['Trevor WilliamsP'],Pittsburgh Pirates,2,0,1,0,0,0,2,.043,.043,.043,.087,8,6,0.010,0.82,0.032,-0.022%,0.00%,0.52,0.1,0,1,,7/16/2017
['Daniel HudsonP'],Pittsburgh Pirates,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,7/16/2017
['Tony WatsonP'],Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,7/16/2017
['Phil GosselinPH'],Pittsburgh Pirates,1,0,0,0,0,1,1,.154,.195,.179,.375,3,3,-0.021,0.81,0.000,-0.021%,-0.01%,0.51,-0.1,,,,7/16/2017
['Juan NicasioP'],Pittsburgh Pirates,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,7/16/2017
['Wade LeBlancP'],Pittsburgh Pirates,0,0,0,0,0,0,0,.200,.200,.200,.400,,,,,,,,,,0,0,,7/16/2017
['David FreesePH'],Pittsburgh Pirates,0,0,0,0,1,0,1,.245,.376,.364,.740,0,0,0.004,3.83,0.004,0.000%,0.00%,2.43,0.1,,,IW,7/16/2017
Team Totals,Pittsburgh Pirates,34,4,8,4,2,6,37,.235,.297,.353,.650,130,87,0.513,1.66,1.375,-0.863%,0.20%,1.05,-0.1,27,12,,7/16/2017
['Whit Merrifield2B'],Kansas City Royals,2,0,1,1,2,0,4,.289,.332,.467,.799,22,9,0.064,1.12,0.087,-0.023%,0.06%,1.61,0.7,4,5,,7/22/2017
['Jorge BonifacioRF'],Kansas City Royals,4,1,1,1,0,1,4,.252,.324,.440,.764,19,13,-0.098,1.28,0.030,-0.128%,-0.08%,1.84,-0.1,2,0,HR,7/22/2017
['Lorenzo CainCF'],Kansas City Royals,3,1,1,0,1,0,4,.265,.338,.413,.752,10,5,0.124,1.01,0.138,-0.014%,0.11%,1.44,0.7,2,0,SB,7/22/2017
['Eric Hosmer1B'],Kansas City Royals,2,0,0,0,2,0,4,.313,.373,.489,.862,19,8,0.020,1.24,0.077,-0.057%,0.02%,1.77,0.2,12,1,,7/22/2017
['Salvador PerezC'],Kansas City Royals,4,1,1,2,0,2,4,.284,.314,.523,.837,15,11,0.080,1.46,0.272,-0.192%,0.07%,2.09,-0.1,4,1,"HR,GDP",7/22/2017
['Mike Moustakas3B'],Kansas City Royals,4,2,2,2,0,0,4,.277,.309,.566,.875,12,8,0.094,0.83,0.180,-0.086%,0.08%,1.20,1.2,1,2,"2·HR,GDP",7/22/2017
['Alcides EscobarSS'],Kansas City Royals,4,0,0,0,0,0,4,.234,.257,.321,.577,16,8,-0.077,0.75,0.000,-0.077%,-0.07%,1.07,-0.9,0,5,,7/22/2017
['Brandon MossDH'],Kansas City Royals,3,1,1,1,1,1,4,.208,.279,.420,.700,22,12,0.144,0.71,0.167,-0.023%,0.12%,1.02,1.1,,,"HR,SB",7/22/2017
['Alex GordonLF'],Kansas City Royals,4,1,2,0,0,2,4,.207,.298,.310,.607,20,13,0.002,0.65,0.044,-0.042%,0.00%,0.94,-0.0,2,0,2·SB,7/22/2017
[''],Kansas City Royals,,,,,,,,,,,,,,,,,,,,,,,,7/22/2017
['Jason VargasP'],Kansas City Royals,,,,,,,,,,,,,,,,,,,,,0,0,,7/22/2017
['Scott AlexanderP'],Kansas City Royals,,,,,,,,,,,,,,,,,,,,,0,0,,7/22/2017
['Peter MoylanP'],Kansas City Royals,,,,,,,,,,,,,,,,,,,,,0,0,,7/22/2017
['Joakim SoriaP'],Kansas City Royals,,,,,,,,,,,,,,,,,,,,,0,0,,7/22/2017
['Al AlburquerqueP'],Kansas City Royals,,,,,,,,,,,,,,,,,,,,,0,1,,7/22/2017
Team Totals,Kansas City Royals,30,7,9,7,6,6,36,.300,.417,.800,1.217,155,87,0.353,0.98,0.995,-0.642%,0.30%,1.41,2.7,27,15,,7/22/2017
['Francisco LindorSS'],Cleveland Indians,4,0,2,0,0,2,4,.272,.331,.475,.805,19,10,0.022,1.43,0.109,-0.087%,0.02%,2.20,0.5,0,4,2B,8/5/2017
['Brandon GuyerRF'],Cleveland Indians,4,0,0,0,0,2,4,.224,.320,.336,.656,20,14,-0.158,1.46,0.000,-0.158%,-0.15%,2.25,-1.3,1,0,,8/5/2017
['Michael BrantleyLF'],Cleveland Indians,4,0,2,0,0,0,4,.300,.360,.439,.799,10,8,0.126,1.88,0.184,-0.058%,0.12%,2.89,0.2,0,0,,8/5/2017
['Jose Ramirez2B'],Cleveland Indians,4,0,0,0,0,1,4,.319,.372,.556,.927,13,10,-0.259,2.62,0.000,-0.259%,-0.24%,4.04,-1.5,1,2,,8/5/2017
['Edwin EncarnacionDH'],Cleveland Indians,4,0,0,0,0,2,4,.253,.368,.471,.839,17,12,-0.231,2.27,0.000,-0.231%,-0.21%,3.50,-1.2,,,,8/5/2017
['Carlos Santana1B'],Cleveland Indians,4,1,1,1,0,1,4,.245,.347,.441,.789,19,12,-0.057,1.61,0.104,-0.161%,-0.05%,2.48,0.4,8,0,HR,8/5/2017
['Austin JacksonCF'],Cleveland Indians,2,0,0,0,0,1,2,.321,.396,.489,.885,9,7,-0.048,0.93,0.000,-0.048%,-0.04%,1.43,-0.4,2,0,,8/5/2017
['Bradley ZimmerPH-CF'],Cleveland Indians,1,0,0,0,0,1,1,.276,.338,.453,.791,4,3,-0.030,1.18,0.000,-0.030%,-0.03%,1.82,-0.2,0,0,,8/5/2017
['Yan GomesC'],Cleveland Indians,3,0,0,0,0,1,3,.221,.315,.357,.672,8,6,-0.057,0.72,0.000,-0.057%,-0.05%,1.11,-0.4,15,0,,8/5/2017
['Gio Urshela3B'],Cleveland Indians,3,0,1,0,0,1,3,.220,.291,.260,.551,9,7,-0.044,1.36,0.039,-0.082%,-0.04%,2.10,0.0,0,1,,8/5/2017
[''],Cleveland Indians,,,,,,,,,,,,,,,,,,,,,,,,8/5/2017
['Danny SalazarP'],Cleveland Indians,,,,,,,,,,,,,,,,,,,,,0,0,,8/5/2017
['Zach McAllisterP'],Cleveland Indians,,,,,,,,,,,,,,,,,,,,,0,0,,8/5/2017
['Tyler OlsonP'],Cleveland Indians,,,,,,,,,,,,,,,,,,,,,0,0,,8/5/2017
['Nick GoodyP'],Cleveland Indians,,,,,,,,,,,,,,,,,,,,,0,0,,8/5/2017
Team Totals,Cleveland Indians,33,1,6,1,0,12,33,.182,.182,.303,.485,128,89,-0.736,1.65,0.436,-1.171%,-0.68%,2.54,-4.0,27,7,,8/5/2017
['Teoscar HernandezLF'],Toronto Blue Jays,4,1,1,1,0,2,4,.267,.286,.550,.836,18,11,0.035,0.97,0.115,-0.080%,0%,0.00,0.3,1,0,HR,9/23/2017
['Josh Donaldson3B'],Toronto Blue Jays,3,0,0,0,1,1,4,.262,.384,.538,.922,15,9,-0.052,0.86,0.024,-0.076%,0%,0.00,-0.4,0,3,,9/23/2017
['Justin Smoak1B'],Toronto Blue Jays,3,0,2,0,1,1,4,.275,.358,.541,.899,17,8,0.087,0.91,0.105,-0.018%,0%,0.00,0.7,9,1,,9/23/2017
['Jose BautistaRF'],Toronto Blue Jays,4,0,0,0,0,1,4,.201,.309,.365,.673,13,7,-0.129,1.32,0.000,-0.129%,0%,0.00,-1.2,0,0,,9/23/2017
['Kendrys MoralesDH'],Toronto Blue Jays,3,0,0,0,1,0,4,.248,.307,.445,.752,17,8,-0.017,1.20,0.059,-0.076%,0%,0.00,-0.6,,,,9/23/2017
['Kevin PillarCF'],Toronto Blue Jays,4,0,0,0,0,0,4,.256,.301,.406,.707,12,10,-0.119,1.23,0.000,-0.119%,0%,0.00,-1.1,2,0,,9/23/2017
['Ryan GoinsSS-2B'],Toronto Blue Jays,3,0,0,0,0,2,3,.227,.278,.340,.618,14,10,-0.096,1.22,0.000,-0.096%,0%,0.00,-0.7,3,3,,9/23/2017
['Rob RefsnyderPH'],Toronto Blue Jays,1,0,0,0,0,0,1,.171,.253,.220,.472,5,2,-0.002,0.07,0.000,-0.002%,0%,0.00,-0.1,,,,9/23/2017
['Darwin Barney2B'],Toronto Blue Jays,2,0,0,0,0,0,2,.234,.273,.325,.598,7,5,-0.044,0.85,0.000,-0.044%,0%,0.00,-0.4,3,3,,9/23/2017
['Ezequiel CarreraPH'],Toronto Blue Jays,1,0,0,0,0,0,1,.282,.354,.411,.764,6,3,-0.041,1.57,0.000,-0.041%,0%,0.00,-0.2,,,,9/23/2017
['Richard UrenaSS'],Toronto Blue Jays,0,0,0,0,0,0,0,.220,.281,.339,.620,,,,,,,,,,2,0,,9/23/2017
['Rafael LopezC'],Toronto Blue Jays,3,0,1,0,0,1,3,.240,.328,.500,.828,10,6,-0.017,0.99,0.036,-0.053%,0%,0.00,-0.2,7,1,,9/23/2017
[''],Toronto Blue Jays,,,,,,,,,,,,,,,,,,,,,,,,9/23/2017
['Joe BiaginiP'],Toronto Blue Jays,,,,,,,,,,,,,,,,,,,,,0,0,,9/23/2017
['Danny BarnesP'],Toronto Blue Jays,,,,,,,,,,,,,,,,,,,,,0,0,,9/23/2017
['Aaron LoupP'],Toronto Blue Jays,,,,,,,,,,,,,,,,,,,,,0,0,,9/23/2017
['Tim MayzaP'],Toronto Blue Jays,,,,,,,,,,,,,,,,,,,,,0,0,,9/23/2017
['Luis SantosP'],Toronto Blue Jays,,,,,,,,,,,,,,,,,,,,,0,0,,9/23/2017
Team Totals,Toronto Blue Jays,31,1,4,1,3,8,34,.129,.206,.226,.432,134,79,-0.395,1.06,0.339,-0.734%,0.00%,0.00,-3.8,27,11,,9/23/2017
['Matt Carpenter2B'],St. Louis Cardinals,3,0,0,0,0,0,3,.243,.385,.454,.840,14,11,-0.058,0.76,0.000,-0.058%,-0.02%,0.44,-0.6,3,3,,9/27/2017
['Luke VoitPH'],St. Louis Cardinals,1,0,1,0,0,0,1,.257,.314,.450,.763,6,3,0.016,0.37,0.016,0.000%,0.01%,0.22,0.3,,,,9/27/2017
['Magneuris SierraPR'],St. Louis Cardinals,0,0,0,0,0,0,0,.333,.367,.333,.700,,,,,,,,,,,,,9/27/2017
['Brett CecilP'],St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,9/27/2017
['Tommy PhamLF'],St. Louis Cardinals,2,0,0,0,2,0,4,.309,.412,.528,.939,23,10,0.013,0.65,0.044,-0.031%,0.01%,0.38,0.1,0,0,,9/27/2017
['Dexter FowlerCF'],St. Louis Cardinals,4,0,0,0,0,2,4,.267,.364,.493,.857,17,11,-0.102,0.95,0.000,-0.102%,-0.04%,0.56,-1.2,2,0,,9/27/2017
['Jedd Gyorko3B'],St. Louis Cardinals,3,1,0,0,1,1,4,.273,.342,.474,.816,16,10,-0.014,0.72,0.037,-0.051%,-0.01%,0.42,-0.3,0,2,,9/27/2017
['Jose Martinez1B'],St. Louis Cardinals,4,0,1,0,0,1,4,.308,.377,.512,.888,18,11,0.024,0.69,0.056,-0.032%,0.01%,0.41,0.1,7,0,,9/27/2017
['Paul DeJongSS'],St. Louis Cardinals,4,0,2,1,0,0,4,.282,.322,.525,.846,15,9,0.078,0.65,0.094,-0.016%,0.03%,0.38,1.0,2,3,2B,9/27/2017
['Randal GrichukRF'],St. Louis Cardinals,4,0,1,0,0,0,4,.240,.287,.472,.759,11,6,-0.086,0.81,0.029,-0.115%,-0.03%,0.47,-1.3,4,0,GDP,9/27/2017
['Carson KellyC'],St. Louis Cardinals,3,0,0,0,0,1,3,.161,.242,.214,.456,11,7,-0.077,1.01,0.000,-0.077%,-0.03%,0.59,-0.9,9,0,,9/27/2017
['Michael WachaP'],St. Louis Cardinals,2,0,0,0,0,1,2,.043,.063,.043,.106,4,4,-0.032,0.61,0.000,-0.032%,-0.01%,0.36,-0.3,0,0,,9/27/2017
['Matt BowmanP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,9/27/2017
['Zach DukeP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,9/27/2017
['Sam TuivailalaP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,9/27/2017
['Greg GarciaPH-2B'],St. Louis Cardinals,1,0,0,0,0,0,1,.252,.366,.335,.701,4,3,-0.019,0.76,0.000,-0.019%,-0.01%,0.44,-0.3,0,0,,9/27/2017
Team Totals,St. Louis Cardinals,31,1,5,1,3,6,34,.161,.235,.194,.429,139,85,-0.257,0.75,0.276,-0.533%,-0.09%,0.44,-3.6,27,8,,9/27/2017
['Dexter FowlerRF'],St. Louis Cardinals,4,1,1,0,0,0,4,.147,.216,.294,.510,20,12,0.041,0.62,0.076,-0.035%,0.02%,0.57,0.0,2,0,2B,4/7/2018
['Tommy PhamCF'],St. Louis Cardinals,4,1,1,0,0,2,4,.281,.361,.438,.799,17,12,0.059,0.63,0.084,-0.024%,0.03%,0.58,0.3,4,0,,4/7/2018
['Matt Carpenter3B'],St. Louis Cardinals,3,1,1,1,0,2,4,.200,.364,.360,.724,18,12,-0.028,0.74,0.013,-0.041%,-0.01%,0.68,-0.5,0,1,SF,4/7/2018
['Marcell OzunaLF'],St. Louis Cardinals,4,1,3,0,0,0,4,.324,.324,.441,.765,16,11,0.098,0.66,0.104,-0.006%,0.05%,0.60,1.1,0,0,,4/7/2018
['Jose Martinez1B'],St. Louis Cardinals,4,1,2,4,0,0,4,.357,.424,.571,.996,12,8,0.315,1.11,0.323,-0.007%,0.17%,1.02,2.9,7,1,HR,4/7/2018
['Yadier MolinaC'],St. Louis Cardinals,4,0,2,0,0,0,4,.290,.303,.613,.916,17,10,-0.033,0.67,0.022,-0.055%,-0.02%,0.61,-0.2,12,0,,4/7/2018
['Paul DeJongSS'],St. Louis Cardinals,4,0,0,0,0,3,4,.333,.375,.633,1.008,19,13,-0.057,0.57,0.000,-0.057%,-0.03%,0.53,-1.2,0,1,,4/7/2018
['Kolten Wong2B'],St. Louis Cardinals,3,0,0,0,0,0,3,.056,.105,.056,.161,9,6,-0.036,0.47,0.000,-0.036%,-0.02%,0.43,-0.6,1,3,,4/7/2018
['Michael WachaP'],St. Louis Cardinals,2,0,0,0,0,1,2,.000,.000,.000,.000,5,4,-0.020,0.40,0.000,-0.020%,-0.01%,0.37,-0.3,1,0,,4/7/2018
['Dominic LeoneP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,4/7/2018
['Harrison BaderPH'],St. Louis Cardinals,1,0,0,0,0,1,1,.000,.333,.000,.333,3,3,-0.007,0.27,0.000,-0.007%,-0.00%,0.25,-0.2,,,,4/7/2018
['Matt BowmanP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,4/7/2018
['Jordan HicksP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,,4/7/2018
['Bud NorrisP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,4/7/2018
Team Totals,St. Louis Cardinals,33,5,10,5,0,9,34,.303,.294,.424,.718,136,91,0.332,0.66,0.622,-0.288%,0.18%,0.61,1.3,27,7,,4/7/2018
['Dexter FowlerRF'],St. Louis Cardinals,4,0,0,0,0,0,4,.132,.195,.263,.458,13,9,-0.111,1.07,0.000,-0.111%,-0.06%,1.01,-1.0,1,1,,4/8/2018
['Tommy PhamCF'],St. Louis Cardinals,3,0,0,0,1,0,4,.257,.350,.400,.750,16,8,-0.081,0.87,0.024,-0.105%,-0.05%,0.83,-0.8,1,0,,4/8/2018
['Matt Carpenter3B'],St. Louis Cardinals,3,0,0,0,1,2,4,.179,.351,.321,.673,21,10,-0.016,0.65,0.030,-0.046%,-0.01%,0.62,-0.2,1,4,,4/8/2018
['Marcell OzunaLF'],St. Louis Cardinals,4,0,1,0,0,1,4,.316,.316,.421,.737,8,8,-0.042,0.80,0.025,-0.067%,-0.02%,0.76,-0.3,3,0,,4/8/2018
['Jose Martinez1B'],St. Louis Cardinals,4,0,0,0,0,0,4,.313,.378,.500,.878,17,10,-0.122,1.07,0.000,-0.122%,-0.07%,1.02,-1.1,9,0,GDP,4/8/2018
['Yadier MolinaC'],St. Louis Cardinals,3,1,1,0,0,0,3,.294,.306,.588,.894,12,8,0.008,0.91,0.047,-0.038%,0.01%,0.86,0.1,10,0,,4/8/2018
['Paul DeJongSS'],St. Louis Cardinals,3,0,0,0,0,1,3,.303,.343,.576,.919,10,7,-0.064,1.23,0.000,-0.064%,-0.04%,1.17,-0.5,1,3,,4/8/2018
['Kolten Wong2B'],St. Louis Cardinals,3,0,2,1,0,0,3,.143,.182,.143,.325,12,7,0.173,1.12,0.190,-0.017%,0.10%,1.07,1.2,1,1,,4/8/2018
['Luke WeaverP'],St. Louis Cardinals,2,0,1,0,0,1,2,.250,.250,.250,.500,9,7,-0.019,0.81,0.014,-0.032%,-0.01%,0.78,-0.2,0,0,,4/8/2018
['Tyler LyonsP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,4/8/2018
['Matt BowmanP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,,4/8/2018
['Dominic LeoneP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,4/8/2018
['Mike MayersP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,4/8/2018
['Greg GarciaPH'],St. Louis Cardinals,1,0,0,0,0,1,1,.000,.000,.000,.000,7,5,-0.043,1.92,0.000,-0.043%,-0.03%,1.82,-0.3,,,,4/8/2018
['John BrebbiaP'],St. Louis Cardinals,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,4/8/2018
Team Totals,St. Louis Cardinals,30,1,5,1,2,6,32,.167,.219,.167,.385,125,79,-0.317,0.97,0.330,-0.645%,-0.18%,0.92,-3.2,27,10,,4/8/2018
['Ender InciarteCF'],Atlanta Braves,6,1,2,0,1,1,8,.253,.313,.356,.670,31,19,0.060,1.49,0.213,-0.153%,0.05%,2.08,0.3,4,0,HBP,6/22/2018
['Ozzie Albies2B'],Atlanta Braves,7,2,2,1,1,0,8,.250,.294,.484,.779,30,18,0.053,1.82,0.248,-0.195%,0.04%,2.55,0.7,6,5,,6/22/2018
['Freddie Freeman1B'],Atlanta Braves,7,1,2,2,0,1,7,.331,.417,.575,.992,18,16,0.359,2.32,0.512,-0.153%,0.30%,3.25,1.6,16,0,2B,6/22/2018
['Nick MarkakisRF'],Atlanta Braves,6,0,2,1,1,0,7,.323,.388,.480,.867,23,15,0.057,2.47,0.261,-0.204%,0.05%,3.46,-0.7,3,0,"2B,IW",6/22/2018
['Tyler FlowersC'],Atlanta Braves,6,0,0,0,0,3,6,.245,.378,.398,.776,26,17,-0.512,2.64,0.000,-0.512%,-0.43%,3.69,-2.5,8,1,,6/22/2018
['Jesse BiddleP'],Atlanta Braves,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,,,,,,,,,,0,0,,6/22/2018
['Peter BourjosPH'],Atlanta Braves,0,0,0,0,0,0,1,.195,.233,.366,.598,3,2,-0.013,3.20,0.000,-0.013%,-0.01%,4.47,-0.2,,,SH,6/22/2018
['Peter MoylanP'],Atlanta Braves,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,6/22/2018
['Charlie CulbersonLF'],Atlanta Braves,4,0,1,2,0,0,4,.266,.316,.444,.759,13,9,0.231,2.14,0.311,-0.080%,0.19%,2.99,1.3,2,1,2B,6/22/2018
['Sam FreemanP'],Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,6/22/2018
['Luke JacksonP'],Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,6/22/2018
['Ryan FlahertyPH'],Atlanta Braves,0,0,0,0,1,0,1,.258,.348,.355,.702,0,0,0.008,4.79,0.010,-0.002%,0.01%,6.69,0.2,,,IW,6/22/2018
['Shane CarleP'],Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,6/22/2018
['Kurt SuzukiC'],Atlanta Braves,1,0,0,0,0,0,2,.279,.339,.483,.821,12,7,-0.016,2.71,0.074,-0.090%,-0.01%,3.79,0.0,3,0,HBP,6/22/2018
['Dansby SwansonSS'],Atlanta Braves,7,1,1,0,0,1,7,.245,.293,.421,.714,36,21,-0.340,2.27,0.060,-0.400%,-0.29%,3.17,-2.0,2,6,3B,6/22/2018
['Johan Camargo3B'],Atlanta Braves,6,1,2,1,1,3,7,.238,.349,.439,.788,25,20,0.105,1.56,0.271,-0.167%,0.09%,2.18,0.6,0,5,2B,6/22/2018
['Sean NewcombP'],Atlanta Braves,2,0,0,0,0,2,2,.080,.115,.120,.235,8,6,-0.047,0.86,0.000,-0.047%,-0.04%,1.21,-0.3,0,3,,6/22/2018
['Preston TuckerPH'],Atlanta Braves,1,0,0,0,0,0,1,.250,.298,.411,.708,4,2,-0.063,2.26,0.000,-0.063%,-0.05%,3.16,-0.3,,,,6/22/2018
['A.J. MinterP'],Atlanta Braves,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,,6/22/2018
['Dan WinklerP'],Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,6/22/2018
['Danny SantanaLF'],Atlanta Braves,3,1,2,0,1,0,4,.667,.750,1.000,1.750,19,10,-0.017,1.67,0.144,-0.161%,-0.01%,2.34,1.0,1,0,"2B,CS",6/22/2018
Team Totals,Atlanta Braves,56,7,14,7,6,11,65,.250,.344,.375,.719,248,162,-0.135,2.12,2.104,-2.240%,-0.11%,2.97,-0.3,45,22,,6/22/2018
['Miguel Rojas3B'],Miami Marlins,4,0,2,0,0,0,5,.257,.312,.349,.661,10,8,0.071,1.18,0.124,-0.053%,0%,0.01,0.5,2,3,,7/28/2018
['Brian AndersonRF'],Miami Marlins,4,0,1,0,1,0,5,.283,.363,.413,.776,24,14,0.091,1.12,0.151,-0.060%,0%,0.01,0.2,1,0,GDP,7/28/2018
['J.T. Realmuto1B'],Miami Marlins,4,1,2,1,1,0,5,.311,.362,.534,.897,14,6,0.069,1.19,0.115,-0.047%,0%,0.01,1.0,12,0,,7/28/2018
['Starlin Castro2B'],Miami Marlins,2,0,1,0,2,1,4,.287,.336,.406,.741,22,11,0.076,0.91,0.097,-0.022%,0%,0.01,0.8,1,4,,7/28/2018
['Cameron MaybinCF-LF'],Miami Marlins,3,0,0,0,1,0,4,.250,.338,.339,.677,22,11,0.015,1.29,0.086,-0.071%,0%,0.01,-0.0,2,0,,7/28/2018
['Yadiel RiveraLF'],Miami Marlins,2,0,1,1,0,0,3,.202,.310,.248,.558,10,7,0.012,1.27,0.032,-0.021%,0%,0.01,-0.1,1,0,SF,7/28/2018
['Brad ZieglerP'],Miami Marlins,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,7/28/2018
['Drew SteckenriderP'],Miami Marlins,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,,7/28/2018
['Kyle BarracloughP'],Miami Marlins,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,7/28/2018
['Derek DietrichPH'],Miami Marlins,1,0,0,0,0,0,1,.282,.347,.453,.800,2,2,-0.055,2.21,0.000,-0.055%,0%,0.02,-0.2,,,,7/28/2018
['Brett GravesP'],Miami Marlins,0,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,0,0,,7/28/2018
['JT RiddleSS'],Miami Marlins,4,0,0,0,0,2,4,.231,.261,.385,.646,17,11,-0.150,1.36,0.000,-0.150%,-0.00%,0.01,-1.3,1,2,,7/28/2018
['Bryan HoladayC'],Miami Marlins,4,0,0,0,0,0,4,.174,.233,.211,.444,14,7,-0.113,1.09,0.000,-0.113%,-0.00%,0.01,-0.9,9,0,,7/28/2018
['Trevor RichardsP'],Miami Marlins,2,0,0,0,0,2,2,.105,.150,.105,.255,7,7,-0.044,0.90,0.000,-0.044%,0%,0.01,-0.4,0,1,,7/28/2018
['Adam ConleyP'],Miami Marlins,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,7/28/2018
['Magneuris SierraCF'],Miami Marlins,2,1,1,0,0,0,2,.167,.167,.167,.333,5,4,0.066,1.28,0.075,-0.009%,0%,0.01,0.3,1,0,,7/28/2018
Team Totals,Miami Marlins,32,2,8,2,5,5,39,.250,.342,.250,.592,147,88,0.038,1.19,0.680,-0.645%,-0.00%,0.01,-0.3,30,11,,7/28/2018
['Rafael OrtegaLF'],Miami Marlins,4,0,1,0,1,0,5,.250,.333,.250,.583,28,16,-0.050,1.21,0.051,-0.101%,0%,0.00,-0.3,2,0,,8/11/2018
['J.T. RealmutoC'],Miami Marlins,4,0,1,1,1,1,5,.289,.339,.499,.838,23,12,0.128,1.47,0.207,-0.079%,0%,0.00,0.8,9,0,,8/11/2018
